"Point","X","Y","Z"
"778","-449.6524","-168.7894","0"
"779","-444.4116","-182.1676","0"
"780","-438.7725","-195.3829","0"
"781","-432.7387","-208.4227","0"
"782","-426.3156","-221.2753","0"
"783","-419.5093","-233.9292","0"
"784","-412.3223","-246.3709","0"
"785","-404.7656","-258.5914","0"
"786","-396.8465","-270.5803","0"
"787","-388.5723","-282.3268","0"
"788","-379.9507","-293.8208","0"
"789","-370.9897","-305.0521","0"
"790","-361.6974","-316.0109","0"
"791","-352.0822","-326.6877","0"
"792","-342.1529","-337.0728","0"
"793","-331.9182","-347.1573","0"
"794","-321.3873","-356.932","0"
"795","-310.5695","-366.3883","0"
"796","-299.4733","-375.5164","0"
"797","-288.1081","-384.3073","0"
"798","-276.4853","-392.7545","0"
"799","-264.6151","-400.8504","0"
"800","-252.5079","-408.5873","0"
"801","-240.1744","-415.9579","0"
"802","-227.6254","-422.9554","0"
"803","-214.872","-429.5732","0"
"804","-201.9256","-435.8049","0"
"805","-188.7978","-441.6448","0"
"806","-175.5003","-447.0874","0"
"807","-162.0435","-452.1236","0"
"808","-148.4407","-456.7507","0"
"809","-134.7046","-460.9656","0"
"810","-120.8482","-464.766","0"
"811","-106.8839","-468.1487","0"
"812","-92.8244","-471.1109","0"
"813","-78.6825","-473.6507","0"
"814","-64.4709","-475.7666","0"
"815","-50.2024","-477.4568","0"
"816","-35.8898","-478.7208","0"
"817","-21.5462","-479.5606","0"
"818","-7.1841","-479.9791","0"
"819","7.1841","-479.9784","0"
"820","21.5461","-479.5587","0"
"821","35.8896","-478.7171","0"
"822","50.202","-477.4522","0"
"823","64.4705","-475.7633","0"
"824","78.6825","-473.6502","0"
"825","92.825","-471.1138","0"
"826","106.8848","-468.1525","0"
"827","120.8487","-464.7679","0"
"828","134.7045","-460.9653","0"
